ID:START	AR	BW	CL	JG	JL	LB	MAD	MM	NB	SB	SN
28-10	INTERACTION[47]	INTERACTION[17]	_	INTERACTION[41]	INTERACTION[37]	_	INTERACTION[11]	_	INTERACTION[35]	INTERACTION[13]	INTERACTION[17]
28-11	INTERACTION[47]	INTERACTION[17]	_	INTERACTION[41]	INTERACTION[37]	_	INTERACTION[11]	_	INTERACTION[35]	INTERACTION[13]	INTERACTION[17]
28-12	_	_	_	_	_	_	_	_	_	_	_
28-13	DRUG[48]	DRUG	_	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG[36]	DRUG	DRUG
28-14	DRUG[48]	_	_	_	_	_	_	_	DRUG[36]	_	_
28-15	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-16	DRUG[48]	DRUG	_	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG
28-17	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-18	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-19	DRUG[48]	DRUG	_	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG
28-20	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-21	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-22	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-23	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-24	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-25	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-26	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-27	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-28	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-29	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-30	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-31	DRUG[48]	_	_	_	_	_	_	_	DRUG[37]	_	_
28-32	DRUG[48]	DRUG	_	DRUG	DRUG	DRUG	DRUG	DRUG	DRUG[37]	DRUG	DRUG
28-33	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-34	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-35	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-36	DRUG[48]	_	_	_	_	_	_	_	DRUG[38]	_	_
28-37	DRUG[48]	DRUG	_	DRUG	DRUG	DRUG	_	DRUG	DRUG[38]	DRUG	_
28-38	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-39	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-40	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-41	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-42	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-43	DRUG[48]	_	_	_	_	_	_	_	_	_	_
28-44	_	_	_	_	_	_	_	_	_	_	_
28-45	_	_	_	_	_	_	_	_	_	_	_
28-46	_	_	_	_	_	_	_	_	_	_	_
28-47	BEVERAGE[49]	BEVERAGE[18]	_	BEVERAGE[42]	BEVERAGE[38]	BEVERAGE[40]	_	BEVERAGE[34]	BEVERAGE[39]	_	_
28-48	BEVERAGE[49]|FOOD[50]	BEVERAGE[18]	_	BEVERAGE[42]|FOOD[43]	BEVERAGE[38]|FOOD[39]	BEVERAGE[40]|FOOD[41]	_	BEVERAGE[34]|FOOD[35]	BEVERAGE[39]|FOOD[40]	_	_
28-49	_	_	_	_	_	_	_	_	_	_	_
28-50	_	_	_	_	_	_	_	_	_	_	_
28-51	INTERACTION[51]	_	_	_	_	_	_	_	_	_	_
28-52	INTERACTION[51]	_	_	_	_	INTERACTION	_	INTERACTION	_	_	_
28-53	_	_	_	_	_	_	_	_	_	_	_
28-54	DRUG[52]	_	_	DRUG	DRUG	DRUG	_	DRUG	DRUG	DRUG	_
28-55	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-56	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-57	DRUG[52]	_	_	DRUG	DRUG	DRUG	_	DRUG	DRUG	_	_
28-58	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-59	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-60	DRUG[52]	_	_	_	_	DRUG	_	DRUG	_	_	_
28-61	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-62	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-63	DRUG[52]	_	_	_	_	_	_	_	DRUG[41]	_	_
28-64	DRUG[52]	_	_	DRUG	DRUG	DRUG	_	DRUG	DRUG[41]	_	_
28-65	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-66	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-67	DRUG[52]	_	_	DRUG	_	DRUG	_	DRUG	_	_	_
28-68	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-69	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-70	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-71	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-72	DRUG[52]	_	_	_	_	DRUG[42]	_	_	_	_	_
28-73	DRUG[52]	_	_	_	_	DRUG[42]	_	_	_	_	_
28-74	DRUG[52]	_	_	_	_	DRUG[42]	_	_	_	_	_
28-75	DRUG[52]	_	_	_	_	DRUG[42]	_	_	_	_	_
28-76	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-77	DRUG[52]	_	_	_	_	_	_	_	_	_	_
28-78	DRUG[52]	_	_	_	_	_	_	_	DRUG[42]	_	_
28-79	DRUG[52]	_	_	DRUG	DRUG	DRUG	_	DRUG	DRUG[42]	_	_
28-80	DRUG[52]	_	_	_	_	_	_	_	_	_	_
29-1	_	_	_	_	_	_	_	_	_	_	_
29-2	_	_	_	_	_	_	_	_	_	_	_
29-3	_	_	_	_	_	_	_	_	_	_	_
29-4	_	_	_	_	_	_	_	_	_	_	_
29-5	_	_	_	_	_	_	_	_	_	_	_
29-6	_	_	_	_	_	_	_	_	_	_	_
29-7	_	_	_	_	_	_	_	_	_	_	_
29-8	_	_	_	_	_	_	_	_	_	_	_
29-9	_	_	_	_	_	_	_	_	_	_	_
29-10	_	_	_	_	_	_	_	_	_	_	_
29-11	_	_	_	_	_	_	_	_	_	_	_
29-12	_	_	_	_	_	_	_	_	_	_	_
29-13	_	_	_	_	_	_	_	_	_	_	_
29-14	_	_	_	_	_	_	_	_	_	_	_
29-15	_	_	_	_	_	_	_	_	_	_	_
29-16	_	_	_	_	_	_	_	_	_	_	_
29-17	_	_	_	_	_	_	_	_	_	_	_
29-18	_	_	_	_	_	_	_	_	_	_	_
29-19	_	_	_	_	_	_	_	_	_	_	_
29-20	_	_	_	_	_	_	_	_	_	_	_
29-21	_	_	_	_	_	_	_	_	_	_	_
29-22	_	_	_	_	_	_	_	_	_	_	_
29-23	_	_	_	_	_	_	_	_	_	_	_
29-24	_	_	_	_	_	_	_	_	_	_	_
29-25	_	_	_	_	_	_	_	_	_	_	_
30-1	_	_	_	_	_	_	_	_	_	_	_
30-2	_	_	_	_	_	_	_	_	_	_	_
30-3	_	_	_	_	_	_	_	_	_	_	_
30-4	_	_	_	_	_	_	_	_	_	_	_
30-5	_	_	_	_	_	_	_	_	_	_	_
30-6	_	_	_	_	_	_	_	_	_	_	_
30-7	_	_	_	_	_	_	_	_	_	_	_
30-8	_	_	_	_	_	_	_	_	_	_	_
30-9	_	_	_	_	_	_	_	_	_	_	_
30-10	_	_	_	_	_	_	_	_	_	_	_
31-1	_	_	_	_	_	_	_	_	_	_	_
31-2	_	_	_	_	_	_	_	_	_	_	_
31-3	_	_	_	_	_	_	_	_	_	_	_
31-4	_	_	_	_	_	_	_	_	_	_	_
31-5	_	_	_	_	_	_	_	_	_	_	_
31-6	_	_	_	_	_	_	_	INTERACTION	_	_	_
31-7	_	_	_	_	_	_	_	_	_	_	_
31-8	INTERACTION[53]	_	_	_	_	_	_	_	_	_	_
31-9	INTERACTION[53]	_	_	_	_	_	_	_	_	_	_
31-10	_	_	_	_	_	_	_	_	_	_	_
31-11	_	_	_	_	_	_	_	_	_	_	_
31-12	DRUG	_	_	DRUG	DRUG:HYP	DRUG:HYPER	_	DRUG	_	_	_
31-13	_	_	_	_	_	_	_	_	_	_	_
31-14	_	_	_	_	_	_	_	_	_	_	_
31-15	BEVERAGE[54]	_	_	BEVERAGE[44]	BEVERAGE:HYP[40]	BEVERAGE[43]	_	BEVERAGE[36]	_	_	_
31-16	BEVERAGE[54]	_	_	BEVERAGE[44]	BEVERAGE:HYP[40]	BEVERAGE[43]	_	BEVERAGE[36]	_	_	_
31-17	BEVERAGE[54]|FOOD[55]	_	_	BEVERAGE[44]|FOOD[45]	BEVERAGE:HYP[40]|FOOD:HYP[41]	BEVERAGE[43]|FOOD[44]	_	BEVERAGE[36]|FOOD[37]	_	_	_
31-18	_	_	_	_	_	_	_	_	_	_	_
31-19	_	_	_	_	_	_	_	_	_	_	_
31-20	_	_	_	_	_	_	_	_	_	_	_
31-21	_	_	_	_	_	_	_	_	_	_	_
31-22	_	_	_	_	_	_	_	_	_	_	_
31-23	_	_	_	_	_	_	_	_	_	_	_
31-24	_	_	_	_	_	_	_	_	_	_	_
31-25	_	_	_	_	_	_	_	_	_	_	_
31-26	_	_	_	_	_	DUREE[45]	_	_	_	_	_
31-27	_	_	_	_	_	DUREE[45]	_	_	_	_	_
31-28	_	_	_	_	_	_	_	_	_	_	_
31-29	_	_	_	_	_	_	_	_	_	_	_
32-1	_	_	_	_	_	_	_	_	_	_	_
32-2	_	_	_	_	_	_	_	_	_	_	_
32-3	_	_	_	_	_	_	_	_	_	_	_
32-4	_	_	_	_	_	_	_	_	_	_	_
32-5	_	_	_	_	_	_	_	_	_	_	_
32-6	_	_	_	_	_	_	_	_	_	_	_
32-7	_	_	_	_	_	_	_	_	_	_	_
32-8	_	_	_	_	_	_	_	_	_	_	_
32-9	_	_	_	_	_	_	_	_	_	_	_
32-10	_	_	_	_	_	_	_	_	_	_	_
32-11	_	_	_	_	_	_	_	_	_	_	_
32-12	_	_	_	_	_	_	_	_	_	_	_
32-13	_	_	_	_	_	_	_	_	_	_	_
32-14	_	_	_	_	_	_	_	_	_	_	_
32-15	_	_	_	_	_	_	_	_	_	_	_
32-16	_	_	_	_	_	_	_	_	_	_	_
32-17	_	_	_	_	_	_	_	_	_	_	_
32-18	_	_	_	_	_	_	_	_	_	_	_
32-19	_	_	_	_	_	INTERACTION	_	_	_	_	_
32-20	_	_	_	_	_	_	_	_	_	_	_
32-21	_	_	_	_	_	_	_	_	_	_	_
32-22	_	_	_	_	_	_	_	_	_	_	_
32-23	_	_	_	_	_	_	_	_	_	_	_
32-24	_	_	_	_	_	_	_	_	_	_	_
32-25	_	_	_	_	_	_	_	_	_	_	_
32-26	_	_	_	_	_	_	_	_	_	_	_
32-27	_	_	_	_	_	_	_	_	_	_	_
32-28	_	_	_	_	_	_	_	_	_	_	_
32-29	_	_	_	_	_	_	_	_	BEVERAGE[43]	_	_
32-30	BEVERAGE[56]	_	_	BEVERAGE[46]	BEVERAGE[42]	BEVERAGE[46]	_	BEVERAGE[38]	BEVERAGE[43]	_	_
32-31	BEVERAGE[56]	_	_	BEVERAGE[46]	BEVERAGE[42]	BEVERAGE[46]	_	BEVERAGE[38]	BEVERAGE[43]	_	_
32-32	BEVERAGE[56]|FOOD[57]	_	_	BEVERAGE[46]	BEVERAGE[42]|FOOD[43]	BEVERAGE[46]|FOOD[47]	_	BEVERAGE[38]|FOOD[39]	BEVERAGE[43]|FOOD[44]	_	_
32-33	_	_	_	_	_	_	_	_	_	_	_
32-34	_	_	_	_	_	_	_	_	_	_	_
32-35	_	_	_	_	_	_	_	_	_	_	_
32-36	INTERACTION	_	_	INTERACTION	INTERACTION	INTERACTION	_	INTERACTION	_	_	_
32-37	_	_	_	_	_	_	_	_	_	_	_
32-38	_	_	_	_	_	_	_	_	_	_	_
32-39	DRUG	_	_	DRUG	DRUG:HYP	DRUG:HYPER	_	DRUG	_	_	_
32-40	_	_	_	_	_	_	_	_	_	_	_
32-41	_	_	_	_	_	_	_	_	_	_	_
32-42	_	_	_	_	_	_	_	_	_	_	_
